Waf: Entering directory `/home/qwx/source/ns-3.26/build'
[ 945/2489] Compiling scratch/hw.cc
[2471/2489] Linking build/scratch/hw
Waf: Leaving directory `/home/qwx/source/ns-3.26/build'
Build commands will be stored in build/compile_commands.json
'build' finished successfully (13.141s)
1	0.274
2	0.289344
3	0.274
4	0.276192
5	0.236736
6	0.414288
7	0.236736
8	0.352912
9	0.322224
10	0.3288
11	0.315648
12	0.30688
13	0.403328
14	0.2192
15	0.2192
16	0.385792
17	0.274
18	0.118368
19	0.118368
20	0.25208
21	0.177552
22	0.177552
23	0.177552
24	0.177552
25	0.355104
26	0.341952
27	0.341952
28	0.329424
29	0.4384
30	0.177552
31	0.1644
32	0.420864
33	0.227968
34	0.177552
35	0.177552
36	0.210432
37	0.274
38	0.227968
39	0.227968
40	0.274
41	0.177552
42	0.177552
43	0.170976
44	0.177552
45	0.29592
46	0.227968
47	0.17536
48	0.28496
49	0.170976
50	0.227968
51	0.170976
52	0.2192
53	0.341952
54	0.3288
55	0.3288
56	0.3288
57	0.3288
58	0.118368
59	0.118368
60	0.3288
61	0.368256
62	0.403328
63	0.368256
64	0.404108
65	0.29592
66	0.352912
67	0.29592
68	0.337568
69	0.3288
70	0.414288
71	0.315648
72	0.3836
73	0.385792
74	0.227968
75	0.227968
76	0.368256
77	0.385792
78	0.2192
79	0.201664
80	0.385792
81	0.414288
82	0.118368
83	0.118368
84	0.398944
85	0.29592
86	0.315648
87	0.29592
88	0.315648
89	0.236736
90	0.28496
91	0.236736
92	0.25208
93	0.4384
94	0.224
95	0.210432
96	0.403328
97	0.118368
98	0.28496
99	0.118368
100	0.274
101	0
102	0
103	0.113984
104	0.113984
105	0.29592
106	0.414288
107	0.29592
108	0.368256
109	0
110	0
111	0.227968
112	0.227968
113	0.170976
114	0.29592
115	0.170976
116	0.28496
117	0.236736
118	0.355104
119	0.2192
120	0.289344
121	0.398944
122	0.3836
123	0.322224
124	0.368256
125	0.315648
126	0.29592
127	0.29592
128	0.302496
129	0.274
130	0.398944
131	0.274
132	0.322224
133	0.3288
134	0.512928
135	0.302496
136	0.315648
137	0.170976
138	0.28496
139	0.1644
140	0.25208
141	0.341952
142	0
143	0
144	0.315648
145	0.170976
146	0.289952
147	0.170976
148	0.28496
149	0.170976
150	0.455936
151	0.170976
152	0.43918
153	0.420864
154	0.355104
155	0.3288
156	0.368256
157	0.455936
158	0.177552
159	0.170976
160	0.455936
161	0.201664
162	0.170976
163	0.170976
164	0.201664
165	0.3836
166	0.227968
167	0.227968
168	0.352912
169	0.341952
170	0.276192
171	0.341952
172	0.266688
173	0.236736
174	0.4432
175	0.227968
176	0.4384
177	0.398944
178	0.403328
179	0.3836
180	0.368256
181	0.414288
182	0.512928
183	0.352912
184	0.453744
185	0.118368
186	0.29592
187	0.1096
188	0.274
189	0.420864
190	0.29592
191	0.29592
192	0.36888
193	0.414288
194	0.372864
195	0.322224
196	0.352912
197	0.341952
198	0.274
199	0.274
200	0.3288
201	0.315648
202	0.274
203	0.274
204	0.315648
205	0.352912
206	0.368256
207	0.352912
208	0.322224
209	0.414288
210	0.460928
211	0.30688
212	0.403328
213	0.341952
214	0.227968
215	0.227968
216	0.3288
217	0
218	0
219	0.2192
220	0.2192
221	0.368256
222	0.2192
223	0.184128
224	0.368256
225	0.352912
226	0.25208
227	0.24112
228	0.352912
229	0.274
230	0.236736
231	0.227968
232	0.274
233	0.341952
234	0.341952
235	0.3288
236	0.3288
237	0
238	0
239	0.4384
240	0.315648
241	0.473472
242	0
243	0
244	0.404108
245	0.302496
246	0.274
247	0.26304
248	0.302496
249	0.289344
250	0.4384
251	0.26304
252	0.35072
253	0.170976
254	0.157824
255	0.157824
256	0.157824
257	0.341952
258	0.4384
259	0.3288
260	0.385792
261	0.352912
262	0.177552
263	0.170976
264	0.337568
265	0.3288
266	0
267	0
268	0.289344
269	0.28496
270	0.455936
271	0.28496
272	0.351188
273	0.236736
274	0.289952
275	0.2192
276	0.274
277	0.2192
278	0.355104
279	0.201664
280	0.355104
281	0.236736
282	0.177552
283	0.177552
284	0.236736
285	0.355104
286	0.274
287	0.274
288	0.303276
289	0.227968
290	0.236736
291	0.2192
292	0.227968
293	0.177552
294	0.177552
295	0.1644
296	0.177552
297	0.322224
298	0.414288
299	0.30688
300	0.3836
301	0.28496
302	0.274
303	0.28496
304	0.26304
305	0.28496
306	0.315648
307	0.25208
308	0.315648
309	0.352912
310	0.4384
311	0.353692
312	0.385792
313	0.29592
314	0.29592
315	0.274
316	0.274
317	0.315648
318	0.455936
319	0.289344
320	0.368256
321	0.414288
322	0.28496
323	0.28496
324	0.398944
325	0.26304
326	0.2192
327	0.184128
328	0.25208
329	0.227968
330	0.414288
331	0.2192
332	0.414288
333	0.3288
334	0.26304
335	0.25208
336	0.315648
337	0
338	0
339	0.2192
340	0.2192
341	0.473472
342	0.26304
343	0.24112
344	0.474252
345	0.274
346	0.177552
347	0.170976
348	0.274
349	0.315648
350	0.355104
351	0.289344
352	0.315648
353	0.3288
354	0.236736
355	0.2192
356	0.289344
357	0.177552
358	0.236736
359	0.170976
360	0.2192
361	0.337568
362	0.315648
363	0.315648
364	0.291536
365	0.341952
366	0.23016
367	0.23016
368	0.276192
369	0.512928
370	0.274
371	0.26304
372	0.473472
373	0.289344
374	0.177552
375	0.170976
376	0.289344
377	0.403328
378	0.407744
379	0.385792
380	0.403328
381	0.355104
382	0.3836
383	0.3288
384	0.352912
385	0.170976
386	0.236736
387	0.1644
388	0.236736
389	0.315648
390	0.4384
391	0.276192
392	0.403952
393	0.2192
394	0.29592
395	0.2192
396	0.28496
397	0.315648
398	0.532656
399	0.302496
400	0.434016
401	0.4932
402	0.372864
403	0.368256
404	0.473472
405	0.236736
406	0.3836
407	0.236736
408	0.337568
409	0.236736
410	0.274
411	0.210432
412	0.274
413	0.177552
414	0.170976
415	0.177552
416	0.170976
417	0.352912
418	0.341952
419	0.319488
420	0.337568
421	0.29592
422	0.236736
423	0.2192
424	0.25208
425	0.368256
426	0.3288
427	0.302496
428	0.352912
429	0.236736
430	0.355104
431	0.2192
432	0.289344
433	0.355104
434	0.3336
435	0.3288
436	0.302496
437	0.3836
438	0.368332
439	0.30688
440	0.291536
441	0.398944
442	0.236736
443	0.227968
444	0.3836
445	0.227968
446	0.341952
447	0.192896
448	0.341952
449	0.368256
450	0.227968
451	0.227968
452	0.368256
453	0.315648
454	0.414288
455	0.368256
456	0.315648
457	0.28496
458	0.28496
459	0.28496
460	0.26304
461	0.26304
462	0.455936
463	0.25208
464	0.4384
465	0.473472
466	0.289344
467	0.276192
468	0.420864
469	0.1644
470	0.4384
471	0.1644
472	0.35072
473	0.26304
474	0.398944
475	0.26304
476	0.3836
477	0.368256
478	0.3836
479	0.338036
480	0.322224
481	0.29592
482	0.341952
483	0.28496
484	0.3288
485	0.302496
486	0.118368
487	0.118368
488	0.289344
489	0.398944
490	0.512928
491	0.30688
492	0.434016
493	0.355104
494	0.51792
495	0.3288
496	0.434016
497	0.28496
498	0.28496
499	0.26304
500	0.23016
501	0.3836
502	0.177552
503	0.170976
504	0.3836
505	0.420864
506	0.337568
507	0.337568
508	0.368256
509	0.455936
510	0.236736
511	0.2192
512	0.440884
513	0.414288
514	0.29592
515	0.25208
516	0.352912
517	0.337568
518	0.398944
519	0.337568
520	0.3836
521	0.414288
522	0.315648
523	0.315648
524	0.368256
525	0.210432
526	0.315648
527	0.192896
528	0.302496
529	0.26304
530	0.3836
531	0.263098
532	0.338192
533	0.302496
534	0.274
535	0.274
536	0.302496
537	0.236736
538	0.341952
539	0.236736
540	0.3288
541	0.3836
542	0.398944
543	0.322224
544	0.322224
545	0.341952
546	0.29592
547	0.29592
548	0.315648
549	0.414288
550	0.420864
551	0.398944
552	0.403328
553	0.453744
554	0.3884
555	0.337568
556	0.434016
557	0.28496
558	0.398944
559	0.274
560	0.352912
561	0.341952
562	0.227968
563	0.2192
564	0.3288
565	0.398944
566	0.532656
567	0.3836
568	0.4932
569	0.177552
570	0.274
571	0.177552
572	0.274
573	0.29592
574	0.455936
575	0.29592
576	0.385792
577	0.4932
578	0.170976
579	0.170976
580	0.4932
581	0.341952
582	0.355104
583	0.341952
584	0.341952
585	0.26304
586	0.236736
587	0.236736
588	0.25208
589	0.355104
590	0.355104
591	0.355104
592	0.355104
593	0.25208
594	0.28496
595	0.23016
596	0.26304
597	0.341952
598	0.341952
599	0.302496
600	0.341952
601	0.28496
602	0.398944
603	0.274
604	0.352912
605	0.29592
606	0.29592
607	0.28496
608	0.26304
609	0.210432
610	0.28496
611	0.201664
612	0.26304
613	0.414288
614	0.274
615	0.274
616	0.414288
617	0.398944
618	0.28496
619	0.24112
620	0.368256
621	0.28496
622	0.3836
623	0.28496
624	0.352912
625	0.276192
626	0.398944
627	0.36888
628	0.249888
629	0.355104
630	0.274
631	0.25208
632	0.3288
633	0.28496
634	0.274
635	0.274
636	0.274
637	0.29592
638	0.227968
639	0.210432
640	0.29592
641	0.302496
642	0.29592
643	0.274
644	0.26304
645	0.1644
646	0.355104
647	0.157824
648	0.341952
649	0.512928
650	0.177552
651	0.1644
652	0.512928
653	0.341952
654	0.28496
655	0.28496
656	0.302496
657	0.236736
658	0.3836
659	0.236736
660	0.368256
661	0.368256
662	0.355104
663	0.302496
664	0.352912
665	0.177552
666	0.170976
667	0.177552
668	0.170976
669	0.4384
670	0.398944
671	0.337568
672	0.403328
673	0.274
674	0.28496
675	0.274
676	0.274
677	0.3836
678	0.236736
679	0.2192
680	0.368256
681	0.341952
682	0.3288
683	0.3288
684	0.329424
685	0.210432
686	0.210432
687	0.201664
688	0.210432
689	0.3288
690	0.341952
691	0.315648
692	0.3288
693	0.368256
694	0.274
695	0.274
696	0.352912
697	0.236736
698	0.177552
699	0.177552
700	0.227968
701	0.29592
702	0.357328
703	0.274
704	0.352912
705	0.368256
706	0.398944
707	0.36888
708	0.322224
709	0.2192
710	0.28496
711	0.201664
712	0.25208
713	0.2192
714	0.403328
715	0.2192
716	0.368256
717	0.227968
718	0.29592
719	0.227968
720	0.26304
721	0.4932
722	0.341952
723	0.3288
724	0.473472
725	0.473472
726	0.289344
727	0.236736
728	0.403328
729	0.274
730	0.398944
731	0.274
732	0.352912
733	0.420864
734	0.473472
735	0.403328
736	0.474252
737	0.28496
738	0.227968
739	0.227968
740	0.28496
741	0.352912
742	0.236736
743	0.210432
744	0.352912
745	0.414288
746	0.414288
747	0.337568
748	0.368256
749	0
750	0
751	0.341952
752	0.3288
753	0.170976
754	0.3288
755	0.170976
756	0.315648
757	0.398944
758	0.341952
759	0.315648
760	0.398944
761	0.2192
762	0.227968
763	0.201664
764	0.2192
765	0.368256
766	0.236736
767	0.236736
768	0.368256
769	0.352912
770	0.414288
771	0.352912
772	0.368256
773	0.302496
774	0.3288
775	0.315648
776	0.289344
777	0.322224
778	0.368256
779	0.333184
780	0.291536
781	0.201664
782	0.28496
783	0.201664
784	0.26304
785	0.355104
786	0.532656
787	0.3288
788	0.414288
789	0.29592
790	0.460928
791	0.28496
792	0.420864
793	0.28496
794	0.355104
795	0.26304
796	0.289344
797	0.3288
798	0.4432
799	0.315648
800	0.420864
801	0.368256
802	0.3836
803	0.352912
804	0.315648
805	0.29592
806	0.420864
807	0.28496
808	0.368256
809	0
810	0
811	0.512928
812	0.414288
813	0.414288
814	0.236736
815	0.227968
816	0.414288
817	0.341952
818	0.355104
819	0.315648
820	0.315648
821	0
822	0
823	0.28496
824	0.274
825	0.355104
826	0.227968
827	0.227968
828	0.3288
829	0.236736
830	0.346944
831	0.2192
832	0.341952
833	0.341952
834	0.177552
835	0.177552
836	0.341952
837	0.28496
838	0.274
839	0.28496
840	0.25208
841	0.26304
842	0.177552
843	0.170976
844	0.24112
845	0.355104
846	0.355104
847	0.302496
848	0.3288
849	0.274
850	0
851	0
852	0.26304
853	0.236736
854	0.341952
855	0.227968
856	0.302496
857	0.355104
858	0.315648
859	0.341952
860	0.315648
861	0.2192
862	0.236736
863	0.236736
864	0.210432
865	0.210432
866	0.29592
867	0.210432
868	0.25208
869	0.28496
870	0.414288
871	0.274
872	0.322224
873	0.420864
874	0.28496
875	0.26304
876	0.420864
877	0.28496
878	0.315648
879	0.274
880	0.315648
881	0.4384
882	0.51792
883	0.42098
884	0.474252
885	0.4384
886	0
887	0
888	0.339541
889	0.289952
890	0.236736
891	0.232768
892	0.346944
893	0.341952
894	0.216372
895	0.341952
896	0.175968
897	0.2192
898	0.455936
899	0.290516
900	0.360288
901	0.236224
902	0.315648
903	0.3288
904	0
905	0
906	0.236736
907	0.1644
908	0.227968
909	0.184128
910	0.21049
911	0.227968
912	0.210432
913	0.2192
914	0.26304
915	0.285076
916	0.341952
917	0.303256
918	0.289344
919	0.302496
920	0.341952
921	0.341952
922	0.3883
923	0.406316
924	0.337879
925	0.236736
926	0.412728
927	0.407744
928	0.330398
929	0.398944
930	0.3288
931	0.341976
932	0.236736
933	0.289952
934	0.28496
935	0.339301
936	0.274076
937	0.320064
938	0
939	0
940	0.3884
941	0.338784
942	0.28496
943	0.28684
944	0.348096
945	0.4384
946	0.236736
947	0.210432
948	0.263156
949	0.274496
950	0.252344
951	0.26304
952	0.24112
953	0.303216
954	0.32958
955	0.276816
956	0.316139
957	0.302964
958	0.38438
959	0.337568
960	0.36839
961	0.40114
962	0.289344
963	0.413044
964	0.405432
965	0.368256
966	0.2192
967	0.341792
968	0.236736
